event_type,timestamp,callback_index,outdoor_temp_c,zone_temp_c,primary_zone,electricity_demand_w,interval_kwh,cumulative_kwh,action_json,reasoning,zone_temp_Core_ZN,zone_temp_Perimeter_ZN_1,zone_temp_Perimeter_ZN_2,zone_temp_Perimeter_ZN_3,zone_temp_Perimeter_ZN_4
sensor,1979-06-22 02:50,1024,17.3,24.148882208150013,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.4741011764182,,,24.148882208150013,24.336793128705754,24.637769452395954,24.40439858606932,24.83960959557774
sensor,1979-06-22 02:60,1025,17.2,24.129416732729627,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.47410117641886,,,24.129416732729627,24.3097856327219,24.609134322620843,24.37911398787714,24.809769942238898
sensor,1979-06-22 03:10,1026,17.016666666666666,24.10610288260288,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.47410117641954,,,24.10610288260288,24.279110903179074,24.576665716009625,24.350358429053465,24.776203510002034
sensor,1979-06-22 03:20,1027,16.833333333333336,24.081211650681222,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.4741011764202,,,24.081211650681222,24.24711906327062,24.542909815120904,24.320324597349146,24.74138170276018
sensor,1979-06-22 03:30,1028,16.65,24.055471756828638,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.4741011764209,,,24.055471756828638,24.214402888350698,24.508451975486015,24.28958338863191,24.70589081562518
sensor,1979-06-22 03:40,1029,16.46666666666667,24.02916260217264,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.4741011764216,,,24.02916260217264,24.18116770317469,24.473484668041486,24.25833437441036,24.669921210124382
sensor,1979-06-22 03:50,1030,16.283333333333335,24.002399325937322,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.47410117642227,,,24.002399325937322,24.147499967922094,24.438086061115236,24.226660262500054,24.633545766280065
sensor,1979-06-22 03:60,1031,16.1,23.975236378225432,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.47410117642295,,,23.975236378225432,24.113447479956587,24.402299597020903,24.194604922265825,24.596801877448147
decision,1979-06-22 03:60,1031,16.1,23.975236378225432,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.47410117642295,"{""cooling"": {""Core_ZN"": 27.0, ""Perimeter_ZN_1"": 27.0, ""Perimeter_ZN_2"": 27.0, ""Perimeter_ZN_3"": 27.0, ""Perimeter_ZN_4"": 27.0}, ""heating"": {""Core_ZN"": 21.0, ""Perimeter_ZN_1"": 21.0, ""Perimeter_ZN_2"": 21.0, ""Perimeter_ZN_3"": 21.0, ""Perimeter_ZN_4"": 21.0}}",Heuristic fallback (rate-limit): Night setback cooling=27.0°C multi-zone x5,23.975236378225432,24.113447479956587,24.402299597020903,24.194604922265825,24.596801877448147
sensor,1979-06-22 04:10,1032,16.016666666666666,23.951969003506502,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.47410117642363,,,23.951969003506502,24.083164927796027,24.370438306259494,24.16602951294645,24.563872553409126
sensor,1979-06-22 04:20,1033,15.933333333333335,23.93109478364749,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.4741011764243,,,23.93109478364749,24.05378404390212,24.339409272783076,24.138281475522025,24.531751789635752
sensor,1979-06-22 04:30,1034,15.850000000000001,23.91065718607739,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.474101176425,,,23.91065718607739,24.0360290020271,24.395762648458376,24.163577266039997,24.510105051894598
sensor,1979-06-22 04:40,1035,15.766666666666666,23.892876665940467,Core_ZN,4.038461538461539e-09,6.730769230769232e-13,464.4741011764257,,,23.892876665940467,24.02144740269335,24.477461774197916,24.1994453787305,24.491038853108517
