event_type,timestamp,callback_index,outdoor_temp_c,zone_temp_c,primary_zone,electricity_demand_w,interval_kwh,cumulative_kwh,action_json,reasoning,zone_temp_Core_ZN,zone_temp_Perimeter_ZN_1,zone_temp_Perimeter_ZN_2,zone_temp_Perimeter_ZN_3,zone_temp_Perimeter_ZN_4
sensor,1979-06-24 14:40,1383,20.6,23.99904354085825,Core_ZN,4221.519531253909,0.7035865885423181,552.8965064675189,,,23.99904354085825,23.999299887681172,23.999549815405608,23.999345744111537,23.999330438750818
sensor,1979-06-24 14:50,1384,20.6,23.999048573786,Core_ZN,4248.42736212541,0.7080712270209016,553.6045776945398,,,23.999048573786,23.999304647729325,23.99954982102699,23.999347191722972,23.999290876456406
sensor,1979-06-24 14:60,1385,20.6,23.999052039635593,Core_ZN,4276.545027817793,0.7127575046362988,554.3173351991761,,,23.999052039635593,23.999308918428806,23.999550285070228,23.99934860180353,23.9992502687282
sensor,1979-06-24 15:10,1386,20.6,23.999066783224034,Core_ZN,4299.264617217956,0.7165441028696593,555.0338793020458,,,23.999066783224034,23.999323513180062,23.999560402480302,23.99936162488228,23.999221667179544
sensor,1979-06-24 15:25,1387,20.6,23.999333965814508,Core_ZN,4314.614457040696,0.7191024095067826,555.7529817115526,,,23.999333965814508,23.999502640105536,23.99965530778796,23.999528293383577,23.999268276744914
sensor,1979-06-24 15:35,1388,20.6,23.999357101820912,Core_ZN,4328.478566891426,0.7214130944819044,556.4743948060345,,,23.999357101820912,23.99953015938236,23.999685345695227,23.99955720735915,23.999353879422095
sensor,1979-06-24 15:43,1389,20.6,23.999507143165715,Core_ZN,4336.757233603392,0.722792872267232,557.1971876783017,,,23.999507143165715,23.999627796257506,23.999742633728882,23.99964835089236,23.999430550636177
sensor,1979-06-24 15:53,1390,20.6,23.99952063862977,Core_ZN,4343.685795015415,0.7239476325025691,557.9211353108043,,,23.99952063862977,23.999644517473506,23.999763412970367,23.99966601002524,23.999492474698414
sensor,1979-06-24 15:63,1391,20.6,23.999514835649407,Core_ZN,4348.80797337567,0.7248013288959451,558.6459366397003,,,23.999514835649407,23.99964056082921,23.999764635046976,23.999662651414383,23.999496435715045
sensor,1979-06-24 16:13,1392,20.6,23.999810278680247,Core_ZN,3761.347703774313,0.6268912839623855,559.2728279236627,,,23.999810278680247,23.99985254324003,23.999941144461182,23.99986385611529,23.999701496751186
sensor,1979-06-24 16:23,1393,20.6,23.999794926042007,Core_ZN,3704.2781031131058,0.6173796838521842,559.8902076075149,,,23.999794926042007,23.99983609590938,24.000125240438784,23.99985136554755,23.99967409522341
sensor,1979-06-24 16:33,1394,20.6,23.99983820825856,Core_ZN,3672.546941273218,0.6120911568788696,560.5022987643937,,,23.99983820825856,23.999877605099176,24.000138324004272,23.999890277545845,23.999780021549185
sensor,1979-06-24 16:43,1395,20.6,23.999850527424886,Core_ZN,3644.5016254227057,0.6074169375704509,561.1097157019641,,,23.999850527424886,23.999888448550966,24.000104710193362,23.999900166287503,23.99980553840977
sensor,1979-06-24 16:53,1396,20.6,23.999858954222436,Core_ZN,3620.159878051988,0.6033599796753313,561.7130756816395,,,23.999858954222436,23.99989584312715,24.000070445542335,23.999906713168475,23.999821043623612
sensor,1979-06-24 16:63,1397,20.6,23.999865553071967,Core_ZN,3601.9314707107574,0.6003219117851262,562.3133975934246,,,23.999865553071967,23.999901873106573,24.00003915665833,23.999909527522725,23.99983366817651
sensor,1979-06-24 17:13,1398,20.5,23.999913317138038,Core_ZN,3392.5756483145988,0.5654292747190998,562.8788268681437,,,23.999913317138038,24.000102340981385,24.000022921619262,24.00010051126008,23.999883515037716
